Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;#Features;#LeafFeatures;#TopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;RatioOptionalFeatures;ConnectivityDensity;TreeDepth;AverageNumberOfChildren;Valid;#CORE;#Dead;NumberOfValidConfigurations
cme555;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cme555/Passos2011.cfr;systems_software/cme555/Passos2011;;;;;;;;;;;;;;;
cq7708;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cq7708/Berger2013.dimacs;systems_software/cq7708/Berger2013;1239.0;1238.0;1238.0;49770.0;6.728491058870806;40.16949152542373;0.9991928974979822;0.9782082324455206;3100.0;2.0;1238.0;True;27.0;27.0;-1
cq7708;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cq7708/Knüppel2017.xml;systems_software/cq7708/Knüppel2017;1252.0;952.0;31.0;858.0;3.05011655011655;0.6853035143769968;0.8410543130990416;0.9488817891373802;1895.0;7.0;4.17;True;6.0;6.0;42407510221419344593788053406744444126199097132477963147504520897064886323879952421497231399276940521510905201137423892200
cq7708;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cq7708/Passos2011.cfr;systems_software/cq7708/Passos2011;;;;;;;;;;;;;;;
cq7750;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cq7750/Berger2013.dimacs;systems_software/cq7750/Berger2013;1268.0;1267.0;1267.0;3173.0;2.665616136148755;2.5023659305993693;0.999211356466877;0.9763406940063092;3144.0;2.0;1267.0;True;30.0;30.0;-1
cq7750;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cq7750/Knüppel2017.xml;systems_software/cq7750/Knüppel2017;1281.0;980.0;32.0;864.0;3.0046296296296298;0.6744730679156908;0.8181108508977362;0.9414519906323184;1911.0;7.0;4.25249169435216;True;6.0;6.0;2063293475280522532897957837682673380665479258362288138832349588974535028268462484149641018839488728289942641271806327881130721000
cq7750;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cq7750/Passos2011.cfr;systems_software/cq7750/Passos2011;;;;;;;;;;;;;;;
csb281;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/csb281/Berger2013.dimacs;systems_software/csb281/Berger2013;1234.0;1233.0;1233.0;3114.0;2.6663455362877326;2.5235008103727714;0.9991896272285252;0.9781199351701784;3083.0;2.0;1233.0;True;27.0;27.0;-1
csb281;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/csb281/Knüppel2017.xml;systems_software/csb281/Knüppel2017;1246.0;938.0;31.0;871.0;2.979334098737084;0.6990369181380417;0.8362760834670947;0.9735152487961476;1882.0;7.0;4.042207792207792;True;6.0;6.0;343180476971783162125876380975385264853950450867651635741375651971084294795470296897668505734325296450913130510347900058746600
csb281;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/csb281/Passos2011.cfr;systems_software/csb281/Passos2011;;;;;;;;;;;;;;;
dreamcast;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/dreamcast/Berger2013.dimacs;systems_software/dreamcast/Berger2013;1253.0;1252.0;1252.0;3168.0;2.667929292929293;2.528332003192338;0.9992019154030328;0.9776536312849162;3117.0;2.0;1252.0;True;28.0;28.0;-1
dreamcast;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/dreamcast/Knüppel2017.xml;systems_software/dreamcast/Knüppel2017;1266.0;960.0;31.0;867.0;3.0184544405997693;0.6848341232227488;0.8372827804107424;0.953396524486572;1898.0;7.0;4.133986928104576;True;6.0;6.0;895106088109162226210964365106929528978404266063871462670726985872167638325391265132890083729060637718694920951910556385000
dreamcast;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/dreamcast/Passos2011.cfr;systems_software/dreamcast/Passos2011;;;;;;;;;;;;;;;
e7t;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/e7t/Berger2013.dimacs;systems_software/e7t/Berger2013;1267.0;1266.0;1266.0;3816.0;3.913784067085954;3.0118389897395423;0.9992107340173638;0.9779005524861878;3167.0;2.0;1266.0;True;28.0;28.0;-1
e7t;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/e7t/Knüppel2017.xml;systems_software/e7t/Knüppel2017;1280.0;977.0;32.0;883.0;3.053227633069082;0.68984375;0.81796875;0.96171875;1933.0;8.0;4.221122112211221;True;6.0;6.0;96588097333880267624066226904558465830888739636864629696749868645326445058748320477877624410346866721706441143345966728998734612807400
e7t;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/e7t/Passos2011.cfr;systems_software/e7t/Passos2011;;;;;;;;;;;;;;;
eCos;AlHajjaji2019;False;i386pc;systems_software;FeatureIDE;xml;2019;['eCos', 'CDL'];True;https://github.com/zahrakhoshmanesh/FIDUS;https://doi.org/10.1007/978-3-030-32047-8_26;feature_models/original/systems_software/eCos/AlHajjaji2019-i386pc.xml;systems_software/eCos/AlHajjaji2019-i386pc;1245.0;1244.0;1244.0;2478.0;2.1271186440677967;1.9903614457831325;0.9991967871485944;0.9710843373493976;3089.0;2.0;1244.0;True;1.0;1.0;497468225710631621747603296699889033272954921819172253991278234562183327622958116060862179163892950611831327207015661220531400
eCos;Berger2013;False;icse11;systems_software;DIMACS;dimacs;2013;['Automatic', 'KConfig', 'LVAT'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eCos/Berger2013-icse11.dimacs;systems_software/eCos/Berger2013-icse11;1245.0;1244.0;1244.0;3146.0;2.6713286713286712;2.5269076305220883;0.9991967871485944;0.9791164658634538;3096.0;2.0;1244.0;True;26.0;26.0;-1
ea2468;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ea2468/Berger2013.dimacs;systems_software/ea2468/Berger2013;1396.0;1395.0;1395.0;4138.0;3.793378443692605;2.964183381088825;0.9992836676217765;0.9777936962750716;3464.0;2.0;1395.0;True;31.0;31.0;-1
ea2468;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ea2468/Knüppel2017.xml;systems_software/ea2468/Knüppel2017;1408.0;1069.0;35.0;956.0;3.149581589958159;0.6789772727272727;0.8458806818181818;0.90625;2100.0;7.0;4.150442477876106;True;6.0;6.0;48140105947654256450567779330047705438363703453983418377647294481077613471853830182670637584920894406899339632618092309134566931640
ea2468;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ea2468/Passos2011.cfr;systems_software/ea2468/Passos2011;;;;;;;;;;;;;;;
eb40;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eb40/Berger2013.dimacs;systems_software/eb40/Berger2013;1241.0;1240.0;1240.0;3816.0;3.9234800838574415;3.0749395648670426;0.999194198227236;0.9774375503626108;3119.0;2.0;1240.0;True;28.0;28.0;-1
eb40;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/eb40/Knüppel2017.xml;systems_software/eb40/Knüppel2017;1253.0;952.0;32.0;890.0;3.048314606741573;0.7102952913008779;0.8411811652035116;0.9497206703910616;1908.0;7.0;4.159468438538206;True;6.0;6.0;20528889635525915165249920270652960095074638022926690526752254921900607681365042892362940643665057398358174361678733665582600
eb40;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/eb40/Passos2011.cfr;systems_software/eb40/Passos2011;;;;;;;;;;;;;;;
eb40a;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eb40a/Berger2013.dimacs;systems_software/eb40a/Berger2013;1242.0;1241.0;1241.0;3817.0;3.922976159287399;3.073268921095008;0.999194847020934;0.9774557165861514;3121.0;2.0;1241.0;True;28.0;28.0;-1
eb40a;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/eb40a/Knüppel2017.xml;systems_software/eb40a/Knüppel2017;1254.0;952.0;32.0;890.0;3.048314606741573;0.7097288676236044;0.8413078149920256;0.9497607655502392;1909.0;7.0;4.1490066225165565;True;6.0;6.0;20528889635525915165249920270652960095074638022926690526752254921900607681365042892362940643665057398358174361678733665582600
eb40a;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/eb40a/Passos2011.cfr;systems_software/eb40a/Passos2011;;;;;;;;;;;;;;;
eb42;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eb42/Berger2013.dimacs;systems_software/eb42/Berger2013;1235.0;1234.0;1234.0;3779.0;3.929081767663403;3.059919028340081;0.9991902834008096;0.977327935222672;3101.0;2.0;1234.0;True;28.0;28.0;-1
eb42;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/eb42/Knüppel2017.xml;systems_software/eb42/Knüppel2017;1247.0;947.0;32.0;884.0;3.0452488687782804;0.7089013632718525;0.8412189254210104;0.9494787489975942;1896.0;7.0;4.153333333333333;True;6.0;6.0;8799129718381860349304084805738159767924621976149760465347408283326346773861806488955597499182909743899123593767049526394600
eb42;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/eb42/Passos2011.cfr;systems_software/eb42/Passos2011;;;;;;;;;;;;;;;
eb55;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eb55/Berger2013.dimacs;systems_software/eb55/Berger2013;1271.0;1270.0;1270.0;3882.0;3.893611540443071;3.054287962234461;0.999213217938631;0.977183320220299;3192.0;2.0;1270.0;True;29.0;29.0;-1
eb55;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/eb55/Knüppel2017.xml;systems_software/eb55/Knüppel2017;1283.0;972.0;34.0;914.0;3.054704595185996;0.7123928293063133;0.8448947778643804;0.9454403741231489;1953.0;7.0;4.122186495176849;True;6.0;6.0;246313259946533613970403778420960576011801393070368754311698115503982439615402549258352871507457168428002437954265978088668680
eb55;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/eb55/Passos2011.cfr;systems_software/eb55/Passos2011;;;;;;;;;;;;;;;
ebsa285;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ebsa285/Berger2013.dimacs;systems_software/ebsa285/Berger2013;1246.0;1245.0;1245.0;3832.0;3.919624217118998;3.0754414125200644;0.9991974317817014;0.9791332263242376;3140.0;2.0;1245.0;True;26.0;26.0;-1
ebsa285;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ebsa285/Knüppel2017.xml;systems_software/ebsa285/Knüppel2017;1258.0;951.0;32.0;895.0;3.064804469273743;0.7114467408585056;0.8402225755166932;0.972972972972973;1924.0;7.0;4.094462540716612;True;6.0;6.0;3008985149712482672109538849604652950378939869295256824090669174926333377493447253027197118060848380368802836284003938126741000
ebsa285;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ebsa285/Passos2011.cfr;systems_software/ebsa285/Passos2011;;;;;;;;;;;;;;;
ec555;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ec555/Berger2013.dimacs;systems_software/ec555/Berger2013;1268.0;1267.0;1267.0;3169.0;2.666771852319344;2.4992113564668768;0.999211356466877;0.9810725552050472;3147.0;2.0;1267.0;True;24.0;24.0;-1
ec555;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ec555/Knüppel2017.xml;systems_software/ec555/Knüppel2017;1280.0;982.0;30.0;863.0;3.003476245654693;0.67421875;0.815625;0.95703125;1911.0;7.0;4.291946308724833;True;6.0;6.0;11108767372058609493200323868555424635807679856482543776268325412855469688961637129912247406851628545472277891430433285379681700440280
ec555;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ec555/Passos2011.cfr;systems_software/ec555/Passos2011;;;;;;;;;;;;;;;
edb7xxx;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/edb7xxx/Berger2013.dimacs;systems_software/edb7xxx/Berger2013;1247.0;1246.0;1246.0;3812.0;3.91395592864638;3.056936647955092;0.9991980753809142;0.9743384121892542;3140.0;2.0;1246.0;True;32.0;32.0;-1
edb7xxx;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/edb7xxx/Knüppel2017.xml;systems_software/edb7xxx/Knüppel2017;1259.0;954.0;33.0;900.0;3.04;0.7148530579825259;0.8411437648927721;0.95472597299444;1924.0;7.0;4.1245901639344265;True;6.0;6.0;452855270265399271522449825606688405185834479558021644102130273502519560509560472302457148683056301253672840494238174628167400
edb7xxx;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/edb7xxx/Passos2011.cfr;systems_software/edb7xxx/Passos2011;;;;;;;;;;;;;;;
edosk2674;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/edosk2674/Berger2013.dimacs;systems_software/edosk2674/Berger2013;1195.0;1194.0;1194.0;3034.0;2.6799604482531314;2.538912133891213;0.999163179916318;0.9782426778242678;2985.0;2.0;1194.0;True;26.0;26.0;-1
edosk2674;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/edosk2674/Knüppel2017.xml;systems_software/edosk2674/Knüppel2017;1207.0;913.0;31.0;841.0;2.984542211652794;0.6967688483844242;0.8384424192212097;0.9618889809444904;1823.0;7.0;4.1020408163265305;True;6.0;6.0;2294557716741030837906088093736372941650763678251573604225961180605848866169572911472841742028637329325527642060756500200
